city_cat,offense_count,totalworkers,male,income,poverty,high_school_below,high_school,some_college,bachelors_degree,state,ln_income,violent_crime,property_crime,whitecollar_crime,social_crime,age
1,4458,430314,49.9,31402,426529.0,9.5,24.9,51.1,14.6,OH,10.35462686,1180,2752,314,189,1
1,6238,430314,49.9,31402,426529.0,9.5,24.9,51.1,14.6,OH,10.35462686,1633,3978,385,225,1
1,6911,430314,49.9,31402,426529.0,9.5,24.9,51.1,14.6,OH,10.35462686,1755,4526,349,252,1
1,7563,430314,49.9,31402,426529.0,9.5,24.9,51.1,14.6,OH,10.35462686,2060,4852,314,309,1
1,7126,430314,49.9,31402,426529.0,9.5,24.9,51.1,14.6,OH,10.35462686,1922,4613,318,261,1
1,7468,430314,49.9,31402,426529.0,9.5,24.9,51.1,14.6,OH,10.35462686,1743,5114,333,258,1
1,7578,430314,49.9,31402,426529.0,9.5,24.9,51.1,14.6,OH,10.35462686,1842,5074,368,277,1
1,7137,430314,49.9,31402,426529.0,9.5,24.9,51.1,14.6,OH,10.35462686,1798,4760,349,214,1
1,7106,430314,49.9,31402,426529.0,9.5,24.9,51.1,14.6,OH,10.35462686,1669,4845,323,237,1
1,5845,430314,49.9,31402,426529.0,9.5,24.9,51.1,14.6,OH,10.35462686,1366,4007,299,147,1
1,6386,430314,49.9,31402,426529.0,9.5,24.9,51.1,14.6,OH,10.35462686,1378,4510,315,164,1
1,3123,315036,53.1,35812,9.7,16.3,21.9,45.3,16.4,CO,10.48603831,555,2279,141,137,1
1,2610,315036,53.1,35812,9.7,16.3,21.9,45.3,16.4,CO,10.48603831,442,1893,136,128,1
1,3291,315036,53.1,35812,9.7,16.3,21.9,45.3,16.4,CO,10.48603831,585,2366,160,171,1
1,3179,315036,53.1,35812,9.7,16.3,21.9,45.3,16.4,CO,10.48603831,560,2388,129,86,1
1,3268,315036,53.1,35812,9.7,16.3,21.9,45.3,16.4,CO,10.48603831,607,2398,116,133,1
1,3322,315036,53.1,35812,9.7,16.3,21.9,45.3,16.4,CO,10.48603831,615,2447,127,115,1
1,3455,315036,53.1,35812,9.7,16.3,21.9,45.3,16.4,CO,10.48603831,674,2526,120,123,1
1,3577,315036,53.1,35812,9.7,16.3,21.9,45.3,16.4,CO,10.48603831,687,2628,128,123,1
1,3436,315036,53.1,35812,9.7,16.3,21.9,45.3,16.4,CO,10.48603831,630,2547,118,127,1
1,3249,315036,53.1,35812,9.7,16.3,21.9,45.3,16.4,CO,10.48603831,570,2472,110,84,1
1,3341,315036,53.1,35812,9.7,16.3,21.9,45.3,16.4,CO,10.48603831,529,2597,122,81,1
1,2908,315036,53.1,35812,9.7,16.3,21.9,45.3,16.4,CO,10.48603831,539,2171,117,64,1
1,3333,328967,53.8,35990,8.9,16.3,21.6,41.9,20.2,CO,10.4909964,618,2426,163,107,1
1,2666,328967,53.8,35990,8.9,16.3,21.6,41.9,20.2,CO,10.4909964,488,1915,123,122,1
1,3182,328967,53.8,35990,8.9,16.3,21.6,41.9,20.2,CO,10.4909964,634,2260,149,123,1
1,3304,328967,53.8,35990,8.9,16.3,21.6,41.9,20.2,CO,10.4909964,638,2356,139,150,1
1,3427,328967,53.8,35990,8.9,16.3,21.6,41.9,20.2,CO,10.4909964,555,2604,119,133,1
1,3275,328967,53.8,35990,8.9,16.3,21.6,41.9,20.2,CO,10.4909964,560,2479,68,155,1
1,3812,328967,53.8,35990,8.9,16.3,21.6,41.9,20.2,CO,10.4909964,729,2821,96,153,1
1,3802,328967,53.8,35990,8.9,16.3,21.6,41.9,20.2,CO,10.4909964,703,2834,102,146,1
1,3535,328967,53.8,35990,8.9,16.3,21.6,41.9,20.2,CO,10.4909964,638,2631,95,156,1
1,3331,328967,53.8,35990,8.9,16.3,21.6,41.9,20.2,CO,10.4909964,547,2553,80,138,1
1,3191,328967,53.8,35990,8.9,16.3,21.6,41.9,20.2,CO,10.4909964,589,2357,74,154,1
1,3157,328967,53.8,35990,8.9,16.3,21.6,41.9,20.2,CO,10.4909964,568,2384,66,121,1
1,3618,342671,53.4,35831,340433.0,14.8,22.5,43.5,19.3,CO,10.48656872,651,2652,96,196,1
1,2822,342671,53.4,35831,340433.0,14.8,22.5,43.5,19.3,CO,10.48656872,480,2090,81,163,1
1,2943,342671,53.4,35831,340433.0,14.8,22.5,43.5,19.3,CO,10.48656872,605,2063,119,145,1
1,2995,342671,53.4,35831,340433.0,14.8,22.5,43.5,19.3,CO,10.48656872,520,2182,126,159,1
1,3750,342671,53.4,35831,340433.0,14.8,22.5,43.5,19.3,CO,10.48656872,790,2604,101,235,1
1,4056,342671,53.4,35831,340433.0,14.8,22.5,43.5,19.3,CO,10.48656872,895,2813,94,234,1
1,4363,342671,53.4,35831,340433.0,14.8,22.5,43.5,19.3,CO,10.48656872,923,3005,110,300,1
1,4148,342671,53.4,35831,340433.0,14.8,22.5,43.5,19.3,CO,10.48656872,905,2835,90,294,1
1,3959,342671,53.4,35831,340433.0,14.8,22.5,43.5,19.3,CO,10.48656872,926,2585,88,326,1
1,3972,342671,53.4,35831,340433.0,14.8,22.5,43.5,19.3,CO,10.48656872,875,2633,84,348,1
1,3484,342671,53.4,35831,340433.0,14.8,22.5,43.5,19.3,CO,10.48656872,797,2316,78,272,1
1,3350,342671,53.4,35831,340433.0,14.8,22.5,43.5,19.3,CO,10.48656872,715,2270,79,261,1
1,3919,355282,53.8,37878,353538.0,12.4,24.2,45.2,18.3,CO,10.54212575,864,2624,136,277,1
1,3125,355282,53.8,37878,353538.0,12.4,24.2,45.2,18.3,CO,10.54212575,732,1981,102,285,1
1,3544,355282,53.8,37878,353538.0,12.4,24.2,45.2,18.3,CO,10.54212575,787,2291,117,326,1
1,3375,355282,53.8,37878,353538.0,12.4,24.2,45.2,18.3,CO,10.54212575,717,2166,134,336,1
1,3794,355282,53.8,37878,353538.0,12.4,24.2,45.2,18.3,CO,10.54212575,953,2434,109,278,1
1,3825,355282,53.8,37878,353538.0,12.4,24.2,45.2,18.3,CO,10.54212575,881,2567,94,261,1
1,4075,355282,53.8,37878,353538.0,12.4,24.2,45.2,18.3,CO,10.54212575,957,2753,75,271,1
1,4248,355282,53.8,37878,353538.0,12.4,24.2,45.2,18.3,CO,10.54212575,938,2814,83,388,1
1,4030,355282,53.8,37878,353538.0,12.4,24.2,45.2,18.3,CO,10.54212575,988,2541,108,370,1
1,3868,355282,53.8,37878,353538.0,12.4,24.2,45.2,18.3,CO,10.54212575,936,2461,96,351,1
1,3177,355282,53.8,37878,353538.0,12.4,24.2,45.2,18.3,CO,10.54212575,748,2067,81,268,1
1,3201,355282,53.8,37878,353538.0,12.4,24.2,45.2,18.3,CO,10.54212575,777,2090,107,215,1
0,1697,95227,51.1,30405,8.2,16.7,34.7,39.1,9.5,IA,10.32236235,435,1022,103,102,2
0,1417,95227,51.1,30405,8.2,16.7,34.7,39.1,9.5,IA,10.32236235,391,807,86,107,2
0,1841,95227,51.1,30405,8.2,16.7,34.7,39.1,9.5,IA,10.32236235,460,1150,102,102,2
0,1978,95227,51.1,30405,8.2,16.7,34.7,39.1,9.5,IA,10.32236235,479,1204,124,138,2
0,2136,95227,51.1,30405,8.2,16.7,34.7,39.1,9.5,IA,10.32236235,554,1350,93,108,2
0,2091,95227,51.1,30405,8.2,16.7,34.7,39.1,9.5,IA,10.32236235,545,1306,119,98,2
0,2152,95227,51.1,30405,8.2,16.7,34.7,39.1,9.5,IA,10.32236235,517,1309,153,145,2
0,2046,95227,51.1,30405,8.2,16.7,34.7,39.1,9.5,IA,10.32236235,522,1250,112,132,2
0,1927,95227,51.1,30405,8.2,16.7,34.7,39.1,9.5,IA,10.32236235,513,1163,87,137,2
0,1954,95227,51.1,30405,8.2,16.7,34.7,39.1,9.5,IA,10.32236235,537,1171,97,122,2
0,1815,95227,51.1,30405,8.2,16.7,34.7,39.1,9.5,IA,10.32236235,437,1131,107,104,2
0,1767,95227,51.1,30405,8.2,16.7,34.7,39.1,9.5,IA,10.32236235,406,1164,93,87,2
0,1761,100257,50.9,30741,9.3,16.6,26.4,45.9,11.2,IA,10.33335255,462,1034,107,122,2
0,1373,100257,50.9,30741,9.3,16.6,26.4,45.9,11.2,IA,10.33335255,340,768,111,127,2
0,1722,100257,50.9,30741,9.3,16.6,26.4,45.9,11.2,IA,10.33335255,456,961,120,150,2
0,1751,100257,50.9,30741,9.3,16.6,26.4,45.9,11.2,IA,10.33335255,499,1028,78,118,2
0,1870,100257,50.9,30741,9.3,16.6,26.4,45.9,11.2,IA,10.33335255,494,1122,87,144,2
0,1900,100257,50.9,30741,9.3,16.6,26.4,45.9,11.2,IA,10.33335255,482,1175,99,124,2
0,1951,100257,50.9,30741,9.3,16.6,26.4,45.9,11.2,IA,10.33335255,473,1241,93,109,2
0,1931,100257,50.9,30741,9.3,16.6,26.4,45.9,11.2,IA,10.33335255,467,1248,71,113,2
0,1835,100257,50.9,30741,9.3,16.6,26.4,45.9,11.2,IA,10.33335255,456,1092,97,146,2
0,1852,100257,50.9,30741,9.3,16.6,26.4,45.9,11.2,IA,10.33335255,445,1194,78,104,2
0,1789,100257,50.9,30741,9.3,16.6,26.4,45.9,11.2,IA,10.33335255,398,1131,87,128,2
0,1618,100257,50.9,30741,9.3,16.6,26.4,45.9,11.2,IA,10.33335255,367,1014,85,113,2
0,1612,105878,52.8,29964,104592.0,11.2,31.1,44.8,12.9,IA,10.30775194,382,915,138,135,2
0,1362,105878,52.8,29964,104592.0,11.2,31.1,44.8,12.9,IA,10.30775194,338,750,110,130,2
0,1452,105878,52.8,29964,104592.0,11.2,31.1,44.8,12.9,IA,10.30775194,372,837,101,113,2
0,1797,105878,52.8,29964,104592.0,11.2,31.1,44.8,12.9,IA,10.30775194,450,1084,95,134,2
0,1963,105878,52.8,29964,104592.0,11.2,31.1,44.8,12.9,IA,10.30775194,456,1212,106,154,2
0,1842,105878,52.8,29964,104592.0,11.2,31.1,44.8,12.9,IA,10.30775194,483,1108,95,120,2
0,1964,105878,52.8,29964,104592.0,11.2,31.1,44.8,12.9,IA,10.30775194,503,1168,126,131,2
0,2108,105878,52.8,29964,104592.0,11.2,31.1,44.8,12.9,IA,10.30775194,518,1270,128,141,2
0,1884,105878,52.8,29964,104592.0,11.2,31.1,44.8,12.9,IA,10.30775194,432,1156,102,145,2
0,1752,105878,52.8,29964,104592.0,11.2,31.1,44.8,12.9,IA,10.30775194,403,1034,108,163,2
0,1636,105878,52.8,29964,104592.0,11.2,31.1,44.8,12.9,IA,10.30775194,361,1014,83,135,2
0,1444,105878,52.8,29964,104592.0,11.2,31.1,44.8,12.9,IA,10.30775194,383,837,103,103,2
0,1399,101117,51.7,31137,99901.0,15.0,32.7,44.0,8.3,IA,10.3461521,353,827,91,97,2
0,1141,101117,51.7,31137,99901.0,15.0,32.7,44.0,8.3,IA,10.3461521,291,574,108,132,2
0,1484,101117,51.7,31137,99901.0,15.0,32.7,44.0,8.3,IA,10.3461521,428,740,117,157,2
0,1596,101117,51.7,31137,99901.0,15.0,32.7,44.0,8.3,IA,10.3461521,478,848,81,146,2
0,1772,101117,51.7,31137,99901.0,15.0,32.7,44.0,8.3,IA,10.3461521,452,1024,94,165,2
0,1642,101117,51.7,31137,99901.0,15.0,32.7,44.0,8.3,IA,10.3461521,470,908,83,143,2
0,1888,101117,51.7,31137,99901.0,15.0,32.7,44.0,8.3,IA,10.3461521,469,1110,109,160,2
0,1819,101117,51.7,31137,99901.0,15.0,32.7,44.0,8.3,IA,10.3461521,447,1089,95,145,2
0,1766,101117,51.7,31137,99901.0,15.0,32.7,44.0,8.3,IA,10.3461521,450,1069,106,108,2
0,1798,101117,51.7,31137,99901.0,15.0,32.7,44.0,8.3,IA,10.3461521,430,1064,108,152,2
0,1532,101117,51.7,31137,99901.0,15.0,32.7,44.0,8.3,IA,10.3461521,365,956,84,99,2
0,1508,101117,51.7,31137,99901.0,15.0,32.7,44.0,8.3,IA,10.3461521,358,918,118,83,2
1,7181,197750,44.3,22418,19.1,28.2,31.3,36.3,4.2,MI,10.01761949,2331,4343,340,158,2
1,5750,197750,44.3,22418,19.1,28.2,31.3,36.3,4.2,MI,10.01761949,2109,3043,365,217,2
1,7780,197750,44.3,22418,19.1,28.2,31.3,36.3,4.2,MI,10.01761949,2748,4400,375,240,2
1,8355,197750,44.3,22418,19.1,28.2,31.3,36.3,4.2,MI,10.01761949,2817,4873,411,232,2
1,8627,197750,44.3,22418,19.1,28.2,31.3,36.3,4.2,MI,10.01761949,3103,4989,329,193,2
1,8771,197750,44.3,22418,19.1,28.2,31.3,36.3,4.2,MI,10.01761949,3090,5127,335,195,2
1,9283,197750,44.3,22418,19.1,28.2,31.3,36.3,4.2,MI,10.01761949,3339,5407,298,215,2
1,9224,197750,44.3,22418,19.1,28.2,31.3,36.3,4.2,MI,10.01761949,3219,5358,344,278,2
1,8285,197750,44.3,22418,19.1,28.2,31.3,36.3,4.2,MI,10.01761949,2657,5026,299,286,2
1,8620,197750,44.3,22418,19.1,28.2,31.3,36.3,4.2,MI,10.01761949,2745,5289,292,282,2
1,8133,197750,44.3,22418,19.1,28.2,31.3,36.3,4.2,MI,10.01761949,2618,5052,239,212,2
1,7043,197750,44.3,22418,19.1,28.2,31.3,36.3,4.2,MI,10.01761949,2219,4416,199,195,2
1,7254,200188,45.3,21658,20.7,25.2,32.6,38.8,3.4,MI,9.98313018,2276,4341,375,252,2
1,6959,200188,45.3,21658,20.7,25.2,32.6,38.8,3.4,MI,9.98313018,2270,3772,631,276,2
1,7744,200188,45.3,21658,20.7,25.2,32.6,38.8,3.4,MI,9.98313018,2791,4043,632,263,2
1,8081,200188,45.3,21658,20.7,25.2,32.6,38.8,3.4,MI,9.98313018,2765,4482,583,238,2
1,8550,200188,45.3,21658,20.7,25.2,32.6,38.8,3.4,MI,9.98313018,3114,4637,472,301,2
1,8088,200188,45.3,21658,20.7,25.2,32.6,38.8,3.4,MI,9.98313018,2937,4486,421,230,2
1,8733,200188,45.3,21658,20.7,25.2,32.6,38.8,3.4,MI,9.98313018,3301,4759,442,213,2
1,8761,200188,45.3,21658,20.7,25.2,32.6,38.8,3.4,MI,9.98313018,3199,4836,461,242,2
1,7942,200188,45.3,21658,20.7,25.2,32.6,38.8,3.4,MI,9.98313018,2751,4611,367,193,2
1,7920,200188,45.3,21658,20.7,25.2,32.6,38.8,3.4,MI,9.98313018,2455,4795,452,206,2
1,7839,200188,45.3,21658,20.7,25.2,32.6,38.8,3.4,MI,9.98313018,2483,4692,403,252,2
1,7033,200188,45.3,21658,20.7,25.2,32.6,38.8,3.4,MI,9.98313018,2316,4173,320,204,2
1,7637,206168,45.9,22888,205134.0,23.4,31.5,41.0,4.1,MI,10.03836803,2562,4268,589,202,3
1,5942,206168,45.9,22888,205134.0,23.4,31.5,41.0,4.1,MI,10.03836803,1956,3156,650,170,3
1,7745,206168,45.9,22888,205134.0,23.4,31.5,41.0,4.1,MI,10.03836803,2550,4230,655,299,3
1,8179,206168,45.9,22888,205134.0,23.4,31.5,41.0,4.1,MI,10.03836803,2690,4588,642,242,3
1,8927,206168,45.9,22888,205134.0,23.4,31.5,41.0,4.1,MI,10.03836803,3252,4873,500,282,3
1,8290,206168,45.9,22888,205134.0,23.4,31.5,41.0,4.1,MI,10.03836803,2968,4617,488,197,3
1,8890,206168,45.9,22888,205134.0,23.4,31.5,41.0,4.1,MI,10.03836803,3121,5038,497,214,3
1,8609,206168,45.9,22888,205134.0,23.4,31.5,41.0,4.1,MI,10.03836803,3167,4757,492,170,3
1,7584,206168,45.9,22888,205134.0,23.4,31.5,41.0,4.1,MI,10.03836803,2694,4235,419,226,3
1,7424,206168,45.9,22888,205134.0,23.4,31.5,41.0,4.1,MI,10.03836803,2498,4265,402,247,3
1,7074,206168,45.9,22888,205134.0,23.4,31.5,41.0,4.1,MI,10.03836803,2341,4196,349,176,3
1,6571,206168,45.9,22888,205134.0,23.4,31.5,41.0,4.1,MI,10.03836803,2251,3802,329,176,3
1,5946,218627,45.3,21373,218217.0,21.9,37.4,35.5,5.2,MI,9.969883722,2043,3130,539,221,2
1,5006,218627,45.3,21373,218217.0,21.9,37.4,35.5,5.2,MI,9.969883722,1824,2454,562,155,2
1,6862,218627,45.3,21373,218217.0,21.9,37.4,35.5,5.2,MI,9.969883722,2461,3566,566,251,2
1,7237,218627,45.3,21373,218217.0,21.9,37.4,35.5,5.2,MI,9.969883722,2552,3929,489,250,2
1,7344,218627,45.3,21373,218217.0,21.9,37.4,35.5,5.2,MI,9.969883722,2839,3837,467,185,2
1,6711,218627,45.3,21373,218217.0,21.9,37.4,35.5,5.2,MI,9.969883722,2672,3479,422,122,2
1,7639,218627,45.3,21373,218217.0,21.9,37.4,35.5,5.2,MI,9.969883722,2850,4070,501,204,2
1,7536,218627,45.3,21373,218217.0,21.9,37.4,35.5,5.2,MI,9.969883722,2930,3934,476,183,2
1,7471,218627,45.3,21373,218217.0,21.9,37.4,35.5,5.2,MI,9.969883722,2722,4044,509,178,2
1,7332,218627,45.3,21373,218217.0,21.9,37.4,35.5,5.2,MI,9.969883722,2733,3783,534,265,2
1,5688,218627,45.3,21373,218217.0,21.9,37.4,35.5,5.2,MI,9.969883722,2143,2980,370,185,2
1,6674,218627,45.3,21373,218217.0,21.9,37.4,35.5,5.2,MI,9.969883722,2245,3785,432,197,2
0,1108,81823,50.0,25206,13.5,11.2,22.2,48.5,18.1,MI,10.13483734,421,528,36,121,1
0,899,81823,50.0,25206,13.5,11.2,22.2,48.5,18.1,MI,10.13483734,388,370,27,114,1
0,1149,81823,50.0,25206,13.5,11.2,22.2,48.5,18.1,MI,10.13483734,426,527,35,160,1
0,1227,81823,50.0,25206,13.5,11.2,22.2,48.5,18.1,MI,10.13483734,430,590,53,154,1
0,1501,81823,50.0,25206,13.5,11.2,22.2,48.5,18.1,MI,10.13483734,540,736,60,164,1
0,1511,81823,50.0,25206,13.5,11.2,22.2,48.5,18.1,MI,10.13483734,548,764,52,147,1
0,1579,81823,50.0,25206,13.5,11.2,22.2,48.5,18.1,MI,10.13483734,616,792,46,125,1
0,1562,81823,50.0,25206,13.5,11.2,22.2,48.5,18.1,MI,10.13483734,487,877,47,151,1
0,1446,81823,50.0,25206,13.5,11.2,22.2,48.5,18.1,MI,10.13483734,499,748,46,152,1
0,1337,81823,50.0,25206,13.5,11.2,22.2,48.5,18.1,MI,10.13483734,469,686,28,152,1
0,1261,81823,50.0,25206,13.5,11.2,22.2,48.5,18.1,MI,10.13483734,416,681,32,132,1
0,1182,81823,50.0,25206,13.5,11.2,22.2,48.5,18.1,MI,10.13483734,405,601,38,138,1
0,1237,85520,50.8,26544,14.5,16.0,25.2,43.6,15.2,MI,10.18655901,438,603,48,147,0
0,1099,85520,50.8,26544,14.5,16.0,25.2,43.6,15.2,MI,10.18655901,416,462,47,172,0
0,1363,85520,50.8,26544,14.5,16.0,25.2,43.6,15.2,MI,10.18655901,470,690,32,171,0
0,1407,85520,50.8,26544,14.5,16.0,25.2,43.6,15.2,MI,10.18655901,452,774,39,142,0
0,1656,85520,50.8,26544,14.5,16.0,25.2,43.6,15.2,MI,10.18655901,568,902,39,146,0
0,1549,85520,50.8,26544,14.5,16.0,25.2,43.6,15.2,MI,10.18655901,577,777,49,145,0
0,1756,85520,50.8,26544,14.5,16.0,25.2,43.6,15.2,MI,10.18655901,651,911,44,150,0
0,1523,85520,50.8,26544,14.5,16.0,25.2,43.6,15.2,MI,10.18655901,542,801,51,129,0
0,1465,85520,50.8,26544,14.5,16.0,25.2,43.6,15.2,MI,10.18655901,528,732,53,152,0
0,1366,85520,50.8,26544,14.5,16.0,25.2,43.6,15.2,MI,10.18655901,467,712,56,131,0
0,1185,85520,50.8,26544,14.5,16.0,25.2,43.6,15.2,MI,10.18655901,372,640,53,120,0
0,1249,85520,50.8,26544,14.5,16.0,25.2,43.6,15.2,MI,10.18655901,455,634,49,111,0
0,1153,86990,49.7,25835,85528.0,13.7,21.6,49.3,15.5,MI,10.15948544,407,567,46,132,1
0,873,86990,49.7,25835,85528.0,13.7,21.6,49.3,15.5,MI,10.15948544,338,373,38,124,1
0,1188,86990,49.7,25835,85528.0,13.7,21.6,49.3,15.5,MI,10.15948544,435,534,47,171,1
0,1251,86990,49.7,25835,85528.0,13.7,21.6,49.3,15.5,MI,10.15948544,420,651,48,132,1
0,1340,86990,49.7,25835,85528.0,13.7,21.6,49.3,15.5,MI,10.15948544,508,735,49,48,1
0,1428,86990,49.7,25835,85528.0,13.7,21.6,49.3,15.5,MI,10.15948544,560,770,42,55,1
0,1578,86990,49.7,25835,85528.0,13.7,21.6,49.3,15.5,MI,10.15948544,608,869,41,60,1
0,1488,86990,49.7,25835,85528.0,13.7,21.6,49.3,15.5,MI,10.15948544,556,823,37,72,1
0,1350,86990,49.7,25835,85528.0,13.7,21.6,49.3,15.5,MI,10.15948544,503,765,24,57,1
0,1348,86990,49.7,25835,85528.0,13.7,21.6,49.3,15.5,MI,10.15948544,451,783,47,66,1
0,1085,86990,49.7,25835,85528.0,13.7,21.6,49.3,15.5,MI,10.15948544,383,599,43,60,1
0,956,86990,49.7,25835,85528.0,13.7,21.6,49.3,15.5,MI,10.15948544,378,488,44,45,1
0,853,91771,51.2,25597,90353.0,15.1,20.6,46.4,18.0,MI,10.15023044,355,425,31,41,0
0,791,91771,51.2,25597,90353.0,15.1,20.6,46.4,18.0,MI,10.15023044,348,349,43,51,0
0,926,91771,51.2,25597,90353.0,15.1,20.6,46.4,18.0,MI,10.15023044,428,399,39,59,0
0,1051,91771,51.2,25597,90353.0,15.1,20.6,46.4,18.0,MI,10.15023044,426,514,50,61,0
0,1369,91771,51.2,25597,90353.0,15.1,20.6,46.4,18.0,MI,10.15023044,547,673,69,80,0
0,1361,91771,51.2,25597,90353.0,15.1,20.6,46.4,18.0,MI,10.15023044,536,766,47,12,0
0,1404,91771,51.2,25597,90353.0,15.1,20.6,46.4,18.0,MI,10.15023044,519,791,85,9,0
0,1316,91771,51.2,25597,90353.0,15.1,20.6,46.4,18.0,MI,10.15023044,545,697,64,10,0
0,1263,91771,51.2,25597,90353.0,15.1,20.6,46.4,18.0,MI,10.15023044,514,688,54,6,0
0,1114,91771,51.2,25597,90353.0,15.1,20.6,46.4,18.0,MI,10.15023044,479,552,67,16,0
0,974,91771,51.2,25597,90353.0,15.1,20.6,46.4,18.0,MI,10.15023044,441,477,48,8,0
0,925,91771,51.2,25597,90353.0,15.1,20.6,46.4,18.0,MI,10.15023044,366,518,37,4,0
1,3292,224469,50.3,32285,8.5,13.1,27.5,42.7,16.7,MO,10.38235801,799,2057,202,191,2
1,2986,224469,50.3,32285,8.5,13.1,27.5,42.7,16.7,MO,10.38235801,710,1845,172,216,2
1,3818,224469,50.3,32285,8.5,13.1,27.5,42.7,16.7,MO,10.38235801,893,2369,180,310,2
1,4003,224469,50.3,32285,8.5,13.1,27.5,42.7,16.7,MO,10.38235801,976,2529,154,284,2
1,4476,224469,50.3,32285,8.5,13.1,27.5,42.7,16.7,MO,10.38235801,1160,2796,227,231,2
1,4486,224469,50.3,32285,8.5,13.1,27.5,42.7,16.7,MO,10.38235801,1077,2913,199,214,2
1,4708,224469,50.3,32285,8.5,13.1,27.5,42.7,16.7,MO,10.38235801,1124,3033,216,267,2
1,4362,224469,50.3,32285,8.5,13.1,27.5,42.7,16.7,MO,10.38235801,986,2867,218,224,2
1,4088,224469,50.3,32285,8.5,13.1,27.5,42.7,16.7,MO,10.38235801,950,2638,193,238,2
1,4228,224469,50.3,32285,8.5,13.1,27.5,42.7,16.7,MO,10.38235801,958,2816,164,225,2
1,3940,224469,50.3,32285,8.5,13.1,27.5,42.7,16.7,MO,10.38235801,836,2589,244,213,2
1,4132,224469,50.3,32285,8.5,13.1,27.5,42.7,16.7,MO,10.38235801,852,2799,235,177,2
1,3809,215401,48.5,32153,8.9,12.9,32.5,41.0,13.6,MO,10.37826104,840,2468,223,212,2
1,3282,215401,48.5,32153,8.9,12.9,32.5,41.0,13.6,MO,10.37826104,729,2095,183,214,2
1,3992,215401,48.5,32153,8.9,12.9,32.5,41.0,13.6,MO,10.37826104,1028,2462,235,205,2
1,3980,215401,48.5,32153,8.9,12.9,32.5,41.0,13.6,MO,10.37826104,923,2553,233,214,2
1,4504,215401,48.5,32153,8.9,12.9,32.5,41.0,13.6,MO,10.37826104,1080,2877,217,261,2
1,4401,215401,48.5,32153,8.9,12.9,32.5,41.0,13.6,MO,10.37826104,1081,2892,169,202,2
1,4351,215401,48.5,32153,8.9,12.9,32.5,41.0,13.6,MO,10.37826104,1068,2826,235,167,2
1,4566,215401,48.5,32153,8.9,12.9,32.5,41.0,13.6,MO,10.37826104,1169,2904,198,216,2
1,4172,215401,48.5,32153,8.9,12.9,32.5,41.0,13.6,MO,10.37826104,1126,2581,176,213,2
1,4278,215401,48.5,32153,8.9,12.9,32.5,41.0,13.6,MO,10.37826104,995,2729,209,254,2
1,4078,215401,48.5,32153,8.9,12.9,32.5,41.0,13.6,MO,10.37826104,924,2672,215,197,2
1,3894,215401,48.5,32153,8.9,12.9,32.5,41.0,13.6,MO,10.37826104,889,2587,185,172,2
1,4299,229081,52.0,31888,227807.0,10.1,30.5,39.4,20.1,MO,10.36998504,972,2827,226,211,2
1,3083,229081,52.0,31888,227807.0,10.1,30.5,39.4,20.1,MO,10.36998504,702,2000,145,188,2
1,3874,229081,52.0,31888,227807.0,10.1,30.5,39.4,20.1,MO,10.36998504,907,2351,187,328,2
1,4009,229081,52.0,31888,227807.0,10.1,30.5,39.4,20.1,MO,10.36998504,1013,2450,180,291,2
1,4443,229081,52.0,31888,227807.0,10.1,30.5,39.4,20.1,MO,10.36998504,1078,2787,194,310,2
1,4206,229081,52.0,31888,227807.0,10.1,30.5,39.4,20.1,MO,10.36998504,1099,2585,187,268,2
1,4525,229081,52.0,31888,227807.0,10.1,30.5,39.4,20.1,MO,10.36998504,1077,2890,225,265,2
1,4490,229081,52.0,31888,227807.0,10.1,30.5,39.4,20.1,MO,10.36998504,1063,2853,201,312,2
1,3424,229081,52.0,31888,227807.0,10.1,30.5,39.4,20.1,MO,10.36998504,906,2063,168,230,2
1,3995,229081,52.0,31888,227807.0,10.1,30.5,39.4,20.1,MO,10.36998504,871,2558,219,275,2
1,3692,229081,52.0,31888,227807.0,10.1,30.5,39.4,20.1,MO,10.36998504,859,2296,197,263,2
1,3575,229081,52.0,31888,227807.0,10.1,30.5,39.4,20.1,MO,10.36998504,859,2208,225,232,2
1,3712,231165,50.5,32439,230328.0,16.4,30.0,38.5,15.1,MO,10.38711668,818,2331,216,270,2
1,2955,231165,50.5,32439,230328.0,16.4,30.0,38.5,15.1,MO,10.38711668,717,1785,141,247,2
1,3900,231165,50.5,32439,230328.0,16.4,30.0,38.5,15.1,MO,10.38711668,943,2345,220,311,2
1,3941,231165,50.5,32439,230328.0,16.4,30.0,38.5,15.1,MO,10.38711668,1066,2238,216,350,2
1,4329,231165,50.5,32439,230328.0,16.4,30.0,38.5,15.1,MO,10.38711668,1167,2497,211,375,2
1,4032,231165,50.5,32439,230328.0,16.4,30.0,38.5,15.1,MO,10.38711668,1063,2342,239,313,2
1,4270,231165,50.5,32439,230328.0,16.4,30.0,38.5,15.1,MO,10.38711668,1104,2507,242,317,2
1,4456,231165,50.5,32439,230328.0,16.4,30.0,38.5,15.1,MO,10.38711668,1109,2636,229,354,2
1,4092,231165,50.5,32439,230328.0,16.4,30.0,38.5,15.1,MO,10.38711668,1032,2414,210,327,2
1,4329,231165,50.5,32439,230328.0,16.4,30.0,38.5,15.1,MO,10.38711668,1175,2561,259,259,2
1,3528,231165,50.5,32439,230328.0,16.4,30.0,38.5,15.1,MO,10.38711668,820,2234,174,225,2
